year,title,rating,rank
2008,Fireflies in the Garden,6.4,4263
1996,Everyone Says I Love You,6.7,4264
1989,The Punisher,5.4,4265
2001,Out Cold,5.9,4266
1983,Private School,4.8,4267
1984,Blood Simple.,7.7,4268
1997,Plump Fiction,2.5,4269
1936,Mr. Deeds Goes to Town,7.9,4270
2011,3D rou pu tuan zhi ji le bao jian,4.2,4271
2005,The Perfect Man,5.2,4272
2009,Town Creek,5.3,4273
1996,Bio-Dome,4,4274
1986,The Great Mouse Detective,7.1,4275
2005,The Quiet,6.3,4276
2009,Los abrazos rotos,7.2,4277
2009,Un prophete,7.9,4278
2005,Edison,5.1,4279
1996,Michael,5.5,4280
2013,The Package,4.8,4281
2009,Summer's Blood,4.4,4283
1991,Nothing But Trouble,4.4,4284
1992,Damage,6.7,4285
2007,I Know Who Killed Me,3.6,4286
2012,Somebody Up There Likes Me,5.4,4287
2013,Bhaag Milkha Bhaag,8.2,4288
1997,Nothing to Lose,6.5,4289
2008,Assassination of a High School President,6.3,4290
2010,Birdemic: Shock and Terror,1.8,4291
2012,Bad Kids Go to Hell,4.2,4292
2006,Friends with Money,5.9,4293
2011,Cedar Rapids,6.3,4294
2007,Bill,6.3,4295
2013,The Cloth,2.9,4296
1972,Deep Throat,5,4297
2013,Mobius,5.9,4298
1988,Dirty Rotten Scoundrels,7.2,4299
1988,Working Girl,6.6,4300
2011,Wu xia,7,4301
1997,Money Talks,5.8,4302
1985,The Black Cauldron,6.3,4303
2013,Age of Dinosaurs,3.1,4304
1957,Funny Face,6.9,4305
1998,The Rugrats Movie,5.6,4306
2012,Fin,4.9,4307
2006,Annapolis,5.4,4310
1982,The Secret of NIMH,7.4,4311
2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",4312
2012,Tim and Eric's Billion Dollar Movie,4.8,4313
2011,I Melt with You,5.6,4314
2013,Vamp U,4,4315
1994,Junior,4.4,4316
2005,Two for the Money,6.1,4317
1986,Poltergeist II: The Other Side,5.5,4318
1988,Halloween 4: The Return of Michael Myers,5.7,4319
1985,Explorers,6.3,4320
1997,Speed 2: Cruise Control,3.5,4321
2012,Las aventuras de Tadeo Jones,5.7,4323
1994,Naked Gun 33 1/3: The Final Insult,6.2,4324
1985,After Hours,7.6,4325
2007,Trade,7.3,4326
2010,Wrecked,5.1,4327
2008,One Missed Call,3.7,4328
2002,Femme Fatale,6.2,4329
2009,Post Grad,5.1,4330
2013,Hoe Duur was de Suiker,7,4331
1982,The Last Unicorn,7.1,4332
1990,Darkman,6.3,4333
2014,AfterDeath,4334
1931,Street Scene,7.6,4335
2007,Savage Grace,5.7,4336
1988,Pumpkinhead,6,4337
1992,Jennifer Eight,6.1,4338
1994,Blue Sky,6.4,4339
2013,Black Nativity,4341
2014,Paddington,4342
2011,Madea's Big Happy Family,3.6,4343
2008,Mutant Chronicles,5.2,4344
1991,Return to the Blue Lagoon,4.6,4345
2010,Cemetery Junction,6.8,4346
2010,Why Did I Get Married Too?,3.6,4347
2007,Arn: Tempelriddaren,6.4,4349
2006,Fast Food Nation,6.2,4350
2013,Absence,3.9,4351
2005,Grizzly Man,7.8,4352
2004,Bride & Prejudice,6,4353
2013,Copperhead,5,4354
1984,The Natural,7.4,4355
1999,Arlington Road,7.1,4356
1978,Every Which Way But Loose,6,4357
1997,Mimic,5.8,4358
1999,Bringing Out the Dead,6.8,4359
2011,Damsels in Distress,5.8,4360
1981,History of the World: Part I,6.6,4362
2012,Sleepwalk with Me,6.6,4364
2009,Doghouse,6,4365
1983,Twilight Zone: The Movie,6.4,4366
1998,Celebrity,6.2,4368
1992,School Ties,6.7,4370
2011,Hoodwinked Too! Hood vs. Evil,4.7,4371
1994,Exotica,7.1,4372
2006,The Butterfly Effect 2,4.4,4373
2011,Absentia,5.6,4374
2011,The Resident,5.1,4375
1978,Jaws 2,5.6,4376
1999,The Astronaut's Wife,5.1,4377
2003,11:14,7.2,4378
1984,Streets of Fire,6.5,4379
2008,Frozen River,7.1,4380
1983,Lone Wolf McQuade,6,4382
2012,Fast Girls,5.7,4383
2013,Intersections,4.3,4384
1958,Cat on a Hot Tin Roof,8,4385
2013,Get Lucky,3.9,4386
1991,The Naked Gun 2-1/2: The Smell of Fear,6.7,4387
2008,College Road Trip,3.8,4388
1996,The Juror,5.3,4389
1999,Outside Providence,6.1,4390
2005,Prime,6.1,4391
2008,The Broken,5.4,4392
2008,Brideshead Revisited,6.6,4393
1994,Shallow Grave,7.3,4394
2009,World's Greatest Dad,6.9,4395
2008,Be Kind Rewind,6.4,4396
2002,Neko no ongaeshi,7.2,4397
2000,Red Planet,5.5,4398
1967,The Producers,7.6,4399
2001,The Believer,7.2,4400
2006,10 Items or Less,6.6,4401
2005,Hoodwinked!,6.5,4402
2014,Mr. Peabody & Sherman,4403
2005,Alone in the Dark,2.3,4404
2011,The Lady,6.8,4405
2000,Malena,7.4,4406
1963,8-1/2,8.1,4408
2008,Gomorra,6.9,4409
2009,Labor Pains,4.5,4410
1983,Videodrome,7.3,4412
1976,Family Plot,6.7,4413
2004,A Love Song for Bobby Long,7,4414
2006,Date Movie,2.6,4415
2014,Reykjavik,4418
2011,Assassination Games,6,4419
1995,The Indian in the Cupboard,5.8,4420
1994,It Could Happen to You,6.1,4421
2010,Chatroom,5.2,4422
2005,Final Fantasy VII: Advent Children,7.2,4423
2007,The Hunting Party,6.8,4424
1986,SpaceCamp,5.4,4425
2002,Antwone Fisher,7.1,4426
2007,Frontiere(s),6.1,4427
1998,Home Fries,4.8,4428
2014,Cut Bank,4430
1983,Staying Alive,4.1,4431
2008,Miracle at St. Anna,5.9,4432
1953,Shane,7.7,4433
2013,The Power of Few,4.9,4434
1992,Single White Female,6.2,4435
2005,The Great Raid,6.6,4436
2012,The Courier,4.3,4438
1976,Midway,6.6,4439
1988,The Adventures of Baron Munchausen,7,4440
1994,Quiz Show,7.5,4441
1997,The Devil's Own,5.9,4442
2014,Gotti: In the Shadow of My Father,4443
2010,Los ojos de Julia,6.5,4444
2009,TiMER,6.5,4445
2009,The Butterfly Effect 3: Revelations,5.5,4446
2002,K-19: The Widowmaker,6.5,4447
1982,Friday the 13th Part III,5.3,4448
2003,Beyond Borders,6.2,4449
1951,The African Queen,8,4450
1992,Strictly Ballroom,7,4451
2010,Burke and Hare,6.1,4452
2014,Selfless,4453
2012,Last Kind Words,4.8,4454
2014,Kill Me Three Times,4455
2005,Must Love Dogs,5.8,4456
2013,Studentfesten,4.9,4457
2009,Armored,5.6,4458
2012,Tar,4.9,4459
2012,Dark Blood,4460
2009,The Grudge 3,4.5,4461
1993,Wayne's World 2,5.9,4462
2007,License to Wed,5.1,4463
2006,The Hoax,6.7,4464
2007,The Take,5.6,4465
1980,Somewhere in Time,7,4469
2012,A Fantastic Fear of Everything,5.5,4470
2013,Breathe In,6.6,4471
1973,Westworld,7,4473
1956,The King and I,7.4,4474
1994,Jui kuen II,7.5,4475
1997,Conspiracy Theory,6.6,4477
2012,Amber Alert,4.1,4478
1994,The War,6.4,4479
2011,Jiro Dreams of Sushi,7.8,4480
2012,Pusher,5.3,4482
2010,5 Days of War,5.5,4483
2001,Mean Machine,6.3,4484
2008,Pathology,5.8,4486
2012,Starship Troopers: Invasion,5.8,4487
1993,Trois couleurs: Bleu,7.9,4488
2008,I Can't Think Straight,6.3,4489
1995,A Walk in the Clouds,6.3,4490
2014,Undrafted,4491
2009,Street Fighter: The Legend of Chun-Li,3.7,4492
2010,The Tortured,5.3,4493
2013,Coffee Town,6.5,4494
2002,Return to Never Land,5.6,4495
2004,Fat Albert,4.1,4497
2005,Kinky Boots,6.8,4498
2012,She Wants Me,4.2,4499
1965,Repulsion,7.8,4500
2004,Ladder 49,6.4,4501
2008,Der Baader Meinhof Komplex,7.3,4502
2011,The Devil's Rock,5.5,4503
2009,12 Rounds,5.4,4505
2005,Cry_Wolf,5.7,4506
1979,Hair,7.2,4507
1992,Captain Ron,5.3,4508
2012,Columbus Circle,5.8,4509
2002,The Rookie,6.8,4510
2005,An American Haunting,4.9,4512
2004,The Final Cut,6.1,4513
2003,The Hunted,5.9,4514
2011,Finding Kind,8,4515
1997,Good Burger,5.1,4516
1955,Les diaboliques,8.2,4518
2013,The Prototype,4519
2000,Boys and Girls,5,4520
1955,The Seven Year Itch,7.2,4521
2013,Red Obsession,5.9,4522
2002,The Master of Disguise,3.1,4523
2006,Catch and Release,5.8,4524
1995,The Big Green,5.1,4525
2008,The Secret of Moonacre,5.9,4526
1978,Up in Smoke,6.8,4527
1995,To Die For,6.7,4528
1989,Black Rain,6.5,4529
2013,The Amityville Asylum,2.6,4530
1995,Free Willy 2: The Adventure Home,4.6,4531
2010,Yogi Bear,4.3,4532
2010,I'm Still Here,6,4533
2012,Perfect Sisters,7.8,4534
2009,Rampage,6.2,4535
2009,Hotel for Dogs,5.1,4536
2000,Dungeons & Dragons,3.6,4537
2014,Laggies,4539
1995,A Kid in King Arthur's Court,4.5,4540
1986,Sid and Nancy,6.9,4541
2012,The Patience Stone,6.8,4542
2007,Smiley Face,5.6,4543
2014,Cymbeline,4544
1970,Kelly's Heroes,7.5,4545
2006,Bandidas,5.6,4546
2006,Man cheng jin dai huang jin jia,7,4547
2006,Akeelah and the Bee,7.4,4548
1985,Enemy Mine,6.7,4549
1962,The Miracle Worker,7.9,4551
2013,The Adventures of Mickey Matson and the Copperhead Treasure,5.4,4552
2009,Sin nombre,7.5,4554
1957,The Prince and the Showgirl,6.5,4555
2013,A Resurrection,3.8,4556
2009,Powder Blue,6.2,4557
1990,The Rescuers Down Under,6.7,4558
1986,House,6,4559
1999,The Straight Story,8,4560
1992,The Cutting Edge,6.6,4561
2014,Every Thing Will Be Fine,4562
2014,The Boxtrolls,4563
1966,Manos: The Hands of Fate,1.8,4564
1978,Convoy,6,4565
2012,Greetings from Tim Buckley,5.6,4566
1993,Son in Law,5.2,4567
2009,44 Inch Chest,5.7,4568
1994,The Next Karate Kid,4,4569
2011,The Family Tree,5.3,4570
1984,Supergirl,4.1,4571
1986,The Wraith,5.4,4573
1985,Ladyhawke,6.8,4574
2012,What Richard Did,6.2,4575
1989,Always,6.2,4576
1968,The Legend of Lylah Clare,6,4578
2001,Dr. Dolittle 2,4.5,4579
1978,Piranha,5.8,4580
2001,Two Can Play That Game,5.7,4581
2010,Extraordinary Measures,6.3,4582
1980,The Changeling,7.2,4584
2003,House of the Dead,2,4585
2000,100 Girls,5.7,4586
2006,One Night with the King,5.9,4588
2010,Kongen av Bastoy,7.3,4589
2002,Far from Heaven,7.4,4590
1966,El Dorado,7.5,4591
2013,Aberration,3.7,4592
2006,The Good German,6,4593
2012,Interview with a Hitman,5.4,4594
1981,Body Heat,7.3,4595
1995,Balto,6.8,4596
1952,The Member of the Wedding,6.8,4597
2010,My Soul to Take,4.6,4598
2007,2 Days in Paris,6.8,4599
2009,The Vicious Kind,6.9,4600
2013,Ass Backwards,4.8,4601
2011,Red Dog,7.2,4602
2014,"Love, Rosie",4603
1989,Loverboy,5.6,4604
2010,The Reef,5.7,4605
2006,Firewall,5.7,4606
2014,The Gunman,4607
1999,In Dreams,5.3,4608
2006,Running with Scissors,6,4609
2012,Spike Island,5.9,4610
2006,Skinwalkers,4.5,4611
2013,Raze,5.3,4612
2002,Divine Secrets of the Ya-Ya Sisterhood,5.6,4614
1984,The Killing Fields,7.9,4615
1989,Leviathan,5.5,4616
1971,Billy Jack,5.8,4617
2008,Happy-Go-Lucky,6.9,4618
1994,Baby's Day Out,5.4,4619
1979,Stalker,8.1,4620
2001,Captain Corelli's Mandolin,5.7,4621
2012,Mac & Devin Go to High School,4.1,4622
2011,Puncture,6.8,4623
2013,Le Week-End,7,4624
2013,La gran familia espanola,7,4625
1983,Class,5.7,4627
1997,Suicide Kings,6.8,4628
2010,The Penthouse,3.5,4629
2014,The Creed of Violence,4630
2009,Solitary Man,6.4,4631
2009,Mammoth,6.7,4632
2008,The Lazarus Project,6,4633
2001,The Shipping News,6.7,4634
2012,Noobz,4.5,4635
1950,Harvey,8,4636
2014,Untitled Woody Allen Project,4637
1996,Spy Hard,4.9,4638
1994,Andre,5.4,4639
1999,200 Cigarettes,5.6,4640
2007,Battle in Seattle,6.6,4641
1994,The Client,6.6,4642
2013,Summer in February,5.5,4643
2009,Bandslam,6.3,4644
1996,Set It Off,6.3,4645
1996,Evita,6.1,4646
2002,The Country Bears,3.8,4647
2010,Every Day,5.5,4648
1950,Tea for Two,6.4,4649
2013,Madras Cafe,7.7,4650
2012,Tower Block,5.7,4651
2006,Away from Her,7.5,4652
1994,New Nightmare,6.2,4653
2012,Therese Desqueyroux,6.1,4654
2014,Solace,4655
2000,Chopper,7.1,4656
1992,Boomerang,5.1,4658
1965,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,6.8,4659
2009,St Trinian's 2: The Legend of Fritton's Gold,5,4661
1993,Dave,6.7,4662
1953,The War of the Worlds,7.1,4663
1994,Nell,6.3,4664
1992,Passenger 57,5.7,4665
1989,Casualties of War,7,4666
2010,How to Make Love to a Woman,4,4667
1957,Old Yeller,7.2,4668
2012,The Helpers,4.2,4669
2013,The Bell Witch Haunting,4670
1962,What Ever Happened to Baby Jane?,8,4671
2011,In Darkness,7.1,4672
2001,Saving Silverman,5.7,4673
2012,The Philly Kid,5.2,4674
2011,Age of Heroes,5.5,4675
1986,The Hitcher,7.2,4676
1985,Perfect,3.9,4677
2003,Looney Tunes: Back in Action,5.7,4678
2002,Collateral Damage,5.3,4679
1967,Divorce American Style,6.2,4680
2013,200 Cartas,6.5,4681
1944,I'll Be Seeing You,6.9,4682
1998,Species II,4.1,4683
2001,Cats & Dogs,5.1,4684
2009,Cherrybomb,5.9,4685
1997,Mousehunt,6.2,4686
2008,Hell Ride,5,4687
1995,The Net,5.7,4688
1968,The Odd Couple,7.6,4689
1998,Buffalo '66,7.3,4690
2010,Casino Jack,6.2,4691
2005,White Noise,5.4,4692
1984,Breakin',5,4693
1995,Assassins,6.1,4694
2009,To Save a Life,6.6,4695
2001,Koroshiya 1,7,4696
1983,The Dead Zone,7.2,4697
1980,American Gigolo,6,4698
1996,Eraser,5.9,4699
2013,The Wee Man,5.1,4700
2004,First Daughter,4.7,4702
1932,Love Me Tonight,7.7,4703
2011,The Trouble with Bliss,5.3,4704
1995,Something to Talk About,5.5,4705
2000,The Kid,5.9,4707
1988,The Presidio,5.8,4708
2014,Everest,4709
2007,Things We Lost in the Fire,7.1,4710
1990,Problem Child,4.8,4711
2000,Proof of Life,6.1,4712
2004,Mean Creek,7.2,4713
1972,Jeremiah Johnson,7.5,4714
2014,Rudderless,4716
1958,Teacher's Pet,7,4717
2010,Henry's Crime,5.9,4718
2012,Museum Hours,6.8,4719
2014,Kill the Messenger,4720
2010,Howl,6.6,4721
2012,My Amityville Horror,5.5,4722
1999,Titus,7.1,4723
1994,Once Were Warriors,7.8,4725
2008,Over Her Dead Body,5.1,4726
2012,The Guest House,3.3,4727
2013,Dealin' with Idiots,4.7,4728
2012,No,7.4,4729
2003,Ondskan,7.7,4730
2009,Madea Goes to Jail,3.6,4731
1996,The Arrival,6.2,4732
1991,Out for Justice,5.6,4733
2013,The Adventurer: The Curse of the Midas Box,4735
1998,Disturbing Behavior,5.3,4736
1969,Battle of Britain,6.8,4737
2014,Mission: Blacklist,4738
1998,The Players Club,5.1,4739
2002,Stuart Little 2,5.4,4740
2006,See No Evil,4.9,4741
2007,The Visitor,7.7,4743
1937,La grande illusion,8.1,4744
2009,My One and Only,6.5,4745
2005,The Matador,6.8,4746
2010,My Name Is Khan,7.5,4747
1994,The Pagemaster,5.3,4748
2012,The Dinosaur Project,4.6,4749
2004,My Summer of Love,6.7,4751
1986,The Mosquito Coast,6.6,4752
2003,It Runs in the Family,5.4,4753
2007,Blood and Chocolate,5.2,4754
2003,Shattered Glass,7.2,4755
2009,The Pink Panther 2,5.2,4756
2012,Tai Chi Hero,5.9,4757
1975,The Eiger Sanction,6.2,4758
2000,Tigerland,7,4759
2014,The Captive,4760
2012,Among Friends,4.3,4761
1995,Circle of Friends,6.4,4762
2013,3 Geezers!,3.2,4763
2013,Trust Me,7.4,4764
2010,Prowl,4.6,4765
1994,Thumbelina,6,4766
2000,Here on Earth,4.8,4767
2001,Dust,6.1,4768
2011,Panic Button,5.2,4769
2003,Jeux d'enfants,7.6,4770
1967,Valley of the Dolls,5.4,4772
2014,Endless Love,4773
1990,Gremlins 2: The New Batch,6.2,4774
2001,In the Bedroom,7.4,4775
1978,Force 10 from Navarone,6.2,4776
1996,Marvin's Room,6.6,4778
2011,Sisters & Brothers,4.6,4779
2008,The Stoning of Soraya M.,7.8,4780
2002,S1m0ne,6,4781
2008,Me and Orson Welles,6.7,4782
2002,Igby Goes Down,6.9,4783
2006,The Ant Bully,5.9,4784
2013,Ashley,4.4,4785
1991,Freddy's Dead: The Final Nightmare,4.7,4786
2014,Business Trip,4787
1980,Xanadu,4.5,4788
2003,Ned Kelly,6.3,4789
2014,Life After Beth,4790
2007,Postal,4.2,4791
2013,The Angriest Man in Brooklyn,4792
2001,Kabhi Khushi Kabhie Gham...,7.1,4793
2005,Three,4.8,4794
2002,Analyze That,5.7,4795
1968,Funny Girl,7.2,4796
2006,Fur: An Imaginary Portrait of Diane Arbus,6.2,4797
2002,The Importance of Being Earnest,6.7,4798
2011,Black Butterflies,5.8,4799
2005,Rebound,4.8,4800
2002,24 Hour Party People,7.2,4801
2001,Antitrust,6,4802
1990,Lionheart,5.7,4803
1935,The Whole Town's Talking,7.2,4804
2013,Oculus,7.7,4805
1992,Juice,6.7,4806
1998,Dirty Work,6.2,4807
1987,Throw Momma from the Train,6.1,4808
1995,The Brady Bunch Movie,5.6,4809
2002,Trapped,6,4810
1983,The Hunger,6.4,4811
2011,The Loneliest Planet,5.5,4812
1988,Red Heat,5.8,4813
2013,Mr. Morgan's Last Love,7,4814
1987,Beverly Hills Cop II,6.2,4815
2002,The Magdalene Sisters,7.7,4816
2002,Bowling for Columbine,8,4817
1988,A Nightmare on Elm Street 4: The Dream Master,5.4,4818
1978,Watership Down,7.6,4819
2002,The Salton Sea,7,4820
1988,Scrooged,6.8,4821
2012,Paradies: Glaube,6.9,4822
2002,Whale Rider,7.5,4823
2014,Tokarev,4824
2009,Gentlemen Broncos,5.7,4825
2008,Management,5.9,4826
1994,The Hudsucker Proxy,7.3,4827
2012,40 Days and Nights,2.5,4829
1992,Forever Young,6.1,4830
2013,Don Peyote,4832
1993,So I Married an Axe Murderer,6.2,4833
1986,37.2 le matin,7.2,4834
1989,UHF,6.7,4835
1989,Henry V,7.7,4836
1997,Carne tremula,7.4,4837
2002,Boksuneun naui geot,7.7,4838
1999,The General's Daughter,6.1,4839
2010,Ajeossi,7.8,4840
1994,The Shadow,5.7,4841
2012,Girls Gone Dead,3.4,4843
1993,Rookie of the Year,5.6,4844
1974,The Towering Inferno,6.8,4845
1972,The Poseidon Adventure,7,4846
2009,Creation,6.6,4847
2004,Fahrenheit 9/11,7.5,4848
1986,The Delta Force,5.3,4849
2012,Wrong,6,4850
1982,Halloween III: Season of the Witch,4.1,4851
2011,Rundskop,7.2,4852
1996,The Glimmer Man,5,4853
2013,Aashiqui 2,7,4854
2007,Anamorph,5.4,4855
2010,Our Family Wedding,4.3,4856
2011,Beneath the Darkness,4.3,4857
1991,Double Impact,5,4858
1999,The Other Sister,6.1,4859
2007,I Think I Love My Wife,5.4,4860
2011,La delicatesse,6.3,4861
2011,The Reunion,4.8,4863
1994,Trois couleurs: Rouge,8,4864
1995,Total Eclipse,6.3,4865
2012,Freeloaders,4,4866
2009,Horsemen,5.5,4868
1995,Welcome to the Dollhouse,7.3,4869
2014,John Wick,4870
1984,Bachelor Party,6,4871
2006,Love and Other Disasters,6.1,4873
1996,Jane Eyre,6.6,4874
1982,The World According to Garp,7,4875
1981,Mommie Dearest,6.3,4876
2006,Madea's Family Reunion,4.2,4877
2004,The Football Factory,6.7,4878
2007,Mama's Boy,5.1,4879
2012,Despues de Lucia,7,4880
2013,uwantme2killhim?,5.6,4881
2010,Elle s'appelait Sarah,7.3,4882
2006,Man of the Year,6,4883
2009,I Hate Valentine's Day,4.5,4884
1981,Gallipoli,7.5,4885
2012,The Thompsons,4.3,4886
2012,The Citizen,6.9,4887
1997,Deconstructing Harry,7.2,4888
2011,Miss Bala,6.4,4890
2003,All the Real Girls,6.8,4891
2010,Barney's Version,7.2,4892
2008,The Yellow Handkerchief,6.7,4893
2006,Kidulthood,6.5,4894
2002,In America,7.7,4895
2018,Halloween III,4896
1984,Repo Man,6.7,4897
2013,McCanick,7.8,4898
2009,Dread,5.6,4899
2012,Grassroots,4.7,4900
2009,The Maiden Heist,6.1,4901
2012,Dead Season,4.6,4902
1986,The Transformers: The Movie,7.1,4903
1980,Coal Miner's Daughter,7.3,4904
1999,Brokedown Palace,6.2,4905
2012,Free Samples,5.1,4906
2013,Home Sweet Home,4.8,4908
2001,Say It Isn't So,4.7,4909
1998,Jack Frost,4.8,4910
2011,Floquet de Neu,4.6,4912
1995,Nick of Time,6.2,4913
1988,Vampire's Kiss,5.5,4916
1980,Private Benjamin,5.9,4917
2005,Manderlay,7.2,4918
2010,Ca$h,5.9,4919
1957,Man on Fire,6.2,4920
1999,Blue Streak,6,4921
2011,"Guns, Girls and Gambling",5,4922
2012,Good Deeds,4.6,4923
1988,The Blob,6.1,4924
1921,The Kid,8.3,4925
1981,Arthur,6.7,4927
2013,Self Storage,4.3,4928
2012,Love Sick Love,4.5,4929
2013,Where the Devil Hides,4930
2007,Taare Zameen Par,8.3,4931
2009,New in Town,5.4,4932
2007,Daddy's Little Girls,4.5,4933
2007,Borderland,5.5,4934
2010,Triple Dog,5.5,4935
2006,Griffin & Phoenix,6.8,4936
2010,A bout portant,6.8,4937
2011,Retreat,5.7,4938
2009,This Is It,7.1,4939
1995,Persuasion,7.5,4940
2009,Amelia,5.7,4941
2007,Rise of the Footsoldier,6.7,4942
2002,Narc,7.2,4943
2001,Jimmy Neutron: Boy Genius,5.8,4944
1991,Not Without My Daughter,5.9,4945
2012,Yi jiu si er,6.7,4946
2006,Breaking and Entering,6.5,4947
2002,Barbershop,6.1,4948
2013,The Last Knights,4949
1920,Das Cabinet des Dr. Caligari,8,4950
2012,Biohazard: Damnation,6.3,4951
1997,Fools Rush In,5.8,4952
1979,Zombi 2,6.7,4954
2003,Kangaroo Jack,4.1,4955
2006,Les anges exterminateurs,5.4,4956
2013,Monica Z,7.3,4957
2006,The Sentinel,6,4958
2008,American Violet,6.7,4961
2012,Les infideles,5.4,4962
1995,Dolores Claiborne,7.2,4964
2011,The Entitled,6,4965
1961,The Guns of Navarone,7.5,4968
1989,Kickboxer,5.9,4970
2011,The Pill,5.4,4972
1966,Grand Prix,6.8,4973
2009,Soul Kitchen,7.1,4974
1993,Heart and Souls,6.6,4975
2012,The Attack,7,4976
2012,The Bates Haunting,3.1,4977
1956,Moby Dick,7.3,4978
1984,The Philadelphia Experiment,6.1,4979
1998,Dead Man on Campus,5.7,4980
2002,Slackers,4.9,4981
2008,From Within,5.6,4982
2010,Les aventures extraordinaires d'Adele Blanc-Sec,6.1,4983
1993,Searching for Bobby Fischer,7.5,4984
2012,Sassy Pants,6.1,4985
1982,The Verdict,7.7,4986
1999,For Love of the Game,6.3,4987
1998,Dance with Me,5.2,4988
2008,The Accidental Husband,5.4,4989
1962,Cape Fear,7.7,4991
1957,Trooper Hook,6.5,4992
1963,Lord of the Flies,7.1,4993
1992,Como agua para chocolate,7.1,4994
2012,Renoir,6.4,4995
2006,The Contract,5.6,4996
2010,The Clinic,5.2,4999
2004,Little Black Book,5.1,5000
